# text	start:end:type,...
夏书绅今天发表讲话	0:3:PER
货物已经抵达西中堡村	6:10:LOC
他从沙洲返回	2:4:LOC
田间管理需要加强	-
他加入了奎依巴格科技有限公司	4:14:ORG
小西村发布了最新通知	0:3:LOC
田间管理需要加强	-
他加入了广宁技术委员会	4:11:ORG
团队前往共和路开展调研	4:7:LOC
东套里人民政府完成系统升级	0:7:ORG
陈波儿前往峄城并加入峄城大学	0:3:PER,5:7:LOC,10:14:ORG
他从天山路返回	2:5:LOC
陆军正在组织训练	-
记者采访了方孝标并发布报道	5:8:PER
我们联系了陈玉成	5:8:PER
我们与里砦商业银行签署协议	3:9:ORG
惠济三商业银行发布了新模型	0:7:ORG
卢巧音参加了项目评审	0:3:PER
他加入了清城社联合实验室	4:12:ORG
刘恂今天发表讲话	0:2:PER
会议由张弧主持	3:5:PER
研究生命起源	-
团队前往现场开展调研	-
记者采访了阿戚并发布报道	5:7:PER
盘道沟数据研究院完成系统升级	0:8:ORG
他从大闸路返回	2:5:LOC
报告由土门关证券交易所提交	3:11:ORG
赵烈文参加了项目评审	0:3:PER
蒋坦前往翔殷路并加入翔殷数据研究院	0:2:PER,4:7:LOC,10:17:ORG
货物已经抵达正阳路步行街	6:12:LOC
项目位于北洸乡附近	4:7:LOC
记者采访了黄景仁并发布报道	5:8:PER
秦淮数据研究院完成系统升级	0:7:ORG
养殖小区发布了最新通知	0:4:LOC
黄玉阶参加了项目评审	0:3:PER
罗香中心医院完成系统升级	0:6:ORG
程云鹏在技术团队工作	0:3:PER
报告由华林智算中心提交	3:9:ORG
何承天精神广为流传	0:3:PER
小笪精神广为流传	0:2:PER
团队前往宫北大街开展调研	4:8:LOC
他从德新街返回	2:5:LOC
报告由荆湾数据研究院提交	3:10:ORG
记者采访了曹寇并发布报道	5:7:PER
大学毕业以后继续深造	-
我们与怀德中技术委员会签署协议	3:11:ORG
项目位于劳动街附近	4:7:LOC
刘文淇参加了项目评审	0:3:PER
吕据精神广为流传	0:2:PER
团队前往珠田村开展调研	4:7:LOC
后村发布了最新通知	0:2:LOC
他从东光村返回	2:5:LOC
他加入了穿山人民医院	4:10:ORG
凌德前往乐跃镇并加入乐跃科技有限公司	0:2:PER,4:7:LOC,10:18:ORG
项目位于上亚东乡附近	4:8:LOC
陈梦飞前往近江小区并加入近江小中心医院	0:3:PER,5:9:LOC,12:19:ORG
记者采访了孙宁并发布报道	5:7:PER
记者采访了李子亮并发布报道	5:8:PER
证券交易今天恢复正常	-
记者采访了王连并发布报道	5:7:PER
团队前往鹿圈一村开展调研	4:8:LOC
会议由小厉主持	3:5:PER
他从金星山返回	2:5:LOC
他从水产路返回	2:5:LOC
报告由塔湾联合实验室提交	3:10:ORG
货物已经抵达南木达乡	6:10:LOC
研究院正在建设新平台	-
他从龙川路返回	2:5:LOC
他从史家巷返回	2:5:LOC
研究生命起源	-
汪洋大海一望无际	-
姜育恒在技术团队工作	0:3:PER
新城西中心医院完成系统升级	0:7:ORG
巴林联合实验室发布了新模型	0:7:ORG
货物已经抵达刘家铺村	6:10:LOC
我们联系了袁雨来	5:8:PER
报告由白马商业银行提交	3:9:ORG
报告由仓街大学提交	3:7:ORG
市长今天发表讲话	-
报告由赛博特汽车大学提交	3:10:ORG
周家大科技有限公司发布了新模型	0:9:ORG
系统正在正常运行	-
记者采访了吴讷并发布报道	5:7:PER
后亭社大学完成系统升级	0:5:ORG
我们联系了侯孝贤	5:8:PER
他加入了李斯人民政府	4:10:ORG
曲洛计算所完成系统升级	0:5:ORG
他从昌里路返回	2:5:LOC
南运河发布了最新通知	0:3:LOC
会议由林伯桐主持	3:6:PER
报告由云海联合实验室提交	3:10:ORG
他加入了潮音社大学	4:9:ORG
团队前往圆山开展调研	4:6:LOC
乔达产业集团完成系统升级	0:6:ORG
昌里东人民医院发布了新模型	0:7:ORG
胡风参加了项目评审	0:2:PER
西北门商业银行完成系统升级	0:7:ORG
研究生命起源	-
他加入了马家庄大学	4:9:ORG
团队前往山霞村开展调研	4:7:LOC
西小产业集团完成系统升级	0:6:ORG
我们联系了宋白	5:7:PER
小苍在技术团队工作	0:2:PER
他加入了龚垭中心医院	4:10:ORG
宣城地商业银行发布了新模型	0:7:ORG
鲁宣公在技术团队工作	0:3:PER
同心科学院完成系统升级	0:5:ORG
吕蒙前往央隆乡并加入央隆人民医院	0:2:PER,4:7:LOC,10:16:ORG
他加入了青萍中心医院	4:10:ORG
市长春节前发表讲话	-
负责人参加了项目评审	-
台儿庄科学院完成系统升级	0:6:ORG
记者采访了程苓峰并发布报道	5:8:PER
他加入了红缨数据研究院	4:11:ORG
路由器出现网络故障	-
他从发展一村返回	2:6:LOC
货物已经抵达开元村	6:9:LOC
浙江路发布了最新通知	0:3:LOC
蔡鸿岩今天发表讲话	0:3:PER
孔硕今天发表讲话	0:2:PER
我们与背湖中心医院签署协议	3:9:ORG
鸣矣河证券交易所完成系统升级	0:8:ORG
瑞金二人民政府发布了新模型	0:7:ORG
金昌市金川人民政府发布了新模型	0:9:ORG
小白楼科学院完成系统升级	0:6:ORG
他加入了塘溪计算所	4:9:ORG
团队前往怡园路开展调研	4:7:LOC
团队前往现场开展调研	-
甲子联合实验室完成系统升级	0:7:ORG
栖霞大学完成系统升级	0:4:ORG
系统正在正常运行	-
项目位于梦琴湾附近	4:7:LOC
他加入了长缨证券交易所	4:11:ORG
他从溪林村返回	2:5:LOC
刘颂在技术团队工作	0:2:PER
他从永康村返回	2:5:LOC
团队前往龙安桥镇开展调研	4:8:LOC
江西中证券交易所完成系统升级	0:8:ORG
岩坡村发布了最新通知	0:3:LOC
负责人参加了项目评审	-
高圆圆前往建德县并加入建德商业银行	0:3:PER,5:8:LOC,11:17:ORG
杨谦前往陶唐峪乡并加入陶唐峪科技有限公司	0:2:PER,4:8:LOC,11:20:ORG
他从城东汽车城返回	2:7:LOC
马莲渠村发布了最新通知	0:4:LOC
项目位于沩山附近	4:6:LOC
他加入了天潼计算所	4:9:ORG
程门雪今天发表讲话	0:3:PER
货物已经抵达豆庄村	6:9:LOC
洽川镇发布了最新通知	0:3:LOC
绀村计算所发布了新模型	0:5:ORG
我们联系了刘天和	5:8:PER
货物已经抵达大沙西路	6:10:LOC
青疃科学院完成系统升级	0:5:ORG
报告由卡子商业银行提交	3:9:ORG
记者采访了钱渊并发布报道	5:7:PER
汪洋大海一望无际	-
我们联系了章溢	5:7:PER
风岗数据研究院完成系统升级	0:7:ORG
我们与万柳村大商业银行签署协议	3:11:ORG
他从硖门乡返回	2:5:LOC
夏侯楙前往新华社区并加入新华社科技有限公司	0:3:PER,5:9:LOC,12:21:ORG
记者采访了姬苏并发布报道	5:7:PER
患者服用药物控制症状	-
我们与东井科技有限公司签署协议	3:11:ORG
金都新技术委员会完成系统升级	0:8:ORG
王六生前往金屿社区并加入金屿社智算中心	0:3:PER,5:9:LOC,12:19:ORG
竹苑科学院发布了新模型	0:5:ORG
货物已经抵达景芳四区	6:10:LOC
金城人民医院发布了新模型	0:6:ORG
方峻今天发表讲话	0:2:PER
冯雷在技术团队工作	0:2:PER
研究院正在建设新平台	-
系统正在正常运行	-
胡会科技有限公司完成系统升级	0:8:ORG
团队前往渭南地区开展调研	4:8:LOC
你还小明天再说	-
苏章前往赣江路并加入赣江科学院	0:2:PER,4:7:LOC,10:15:ORG
报告由金林社技术委员会提交	3:11:ORG
我们联系了皮尔斯	5:8:PER
团队前往沙珠玉乡开展调研	4:8:LOC
我们与采荷小技术委员会签署协议	3:11:ORG
项目位于三倒拐街附近	4:8:LOC
机场新证券交易所发布了新模型	0:8:ORG
建国村发布了最新通知	0:3:LOC
八宝庄社区发布了最新通知	0:5:LOC
他加入了易家技术委员会	4:11:ORG
报告由部门提交	-
项目位于杨安乡附近	4:7:LOC
报告由乌拉溪大学提交	3:8:ORG
报告由吉格斯太科技有限公司提交	3:13:ORG
汪洋大海一望无际	-
王小星在技术团队工作	0:3:PER
教师智算中心完成系统升级	0:6:ORG
潘家村发布了最新通知	0:3:LOC
团队前往东坝中街开展调研	4:8:LOC
团队前往文昌街开展调研	4:7:LOC
松园社区发布了最新通知	0:4:LOC
市长今天发表讲话	-
春潮村发布了最新通知	0:3:LOC
北宋庄村发布了最新通知	0:4:LOC
他从北汪乡返回	2:5:LOC
冀州市发布了最新通知	0:3:LOC
我们联系了李昭玘	5:8:PER
团队前往海天路开展调研	4:7:LOC
他加入了新河证券交易所	4:11:ORG
我们联系了王念祖	5:8:PER
报告由达居计算所提交	3:8:ORG
你还小明天再说	-
他加入了草药铺科技有限公司	4:13:ORG
你还小明天再说	-
货物已经抵达库伦图乡	6:10:LOC
范志毅前往天河并加入天河人民医院	0:3:PER,5:7:LOC,10:16:ORG
他从海纳路返回	2:5:LOC
他从时村乡返回	2:5:LOC
证券交易今天恢复正常	-
方玉润今天发表讲话	0:3:PER
沈冰在技术团队工作	0:2:PER
柯怡前往津永公路并加入津永公大学	0:2:PER,4:8:LOC,11:16:ORG
研究院正在建设新平台	-
他从环镇北路返回	2:6:LOC
南箐乡发布了最新通知	0:3:LOC
记者采访了孙中新并发布报道	5:8:PER
板凳计算所完成系统升级	0:5:ORG
黎村发布了最新通知	0:2:LOC
团队前往嘉川路开展调研	4:7:LOC
金国栋在技术团队工作	0:3:PER
我们与园岭东智算中心签署协议	3:10:ORG
大学毕业以后继续深造	-
患者服用药物控制症状	-
团队前往龙兴园北区开展调研	4:9:LOC
会议由伍飞主持	3:5:PER
色尔古大学完成系统升级	0:5:ORG
这所大学今天开学	-
我们与泊岗计算所签署协议	3:8:ORG
日照中心医院发布了新模型	0:6:ORG
他从丽水县返回	2:5:LOC
我们与文冲技术委员会签署协议	3:10:ORG
项目位于平遥古城附近	4:8:LOC
邹缉前往丰联村并加入丰联联合实验室	0:2:PER,4:7:LOC,10:17:ORG
这所大学今天开学	-
项目位于广发永乡附近	4:8:LOC
唐生智前往蒲黄榆第三社区并加入蒲黄榆第三社中心医院	0:3:PER,5:12:LOC,15:25:ORG
高昂的成本需要控制	-
王大明在南湖区工作	0:3:PER,4:7:LOC
他从凤北村返回	2:5:LOC
方叔洪参加了项目评审	0:3:PER
市长春节前发表讲话	-
记者采访了邓怀农并发布报道	5:8:PER
我们联系了殷善	5:7:PER
邹益参加了项目评审	0:2:PER
汉阳智算中心完成系统升级	0:6:ORG
华地大学完成系统升级	0:4:ORG
邓小平在技术团队工作	0:3:PER
报告由虎山证券交易所提交	3:10:ORG
邹德忠前往洪山并加入洪山数据研究院	0:3:PER,5:7:LOC,10:17:ORG
报告由仙公中心医院提交	3:9:ORG
海子沟联合实验室完成系统升级	0:8:ORG
他从潍坊十村返回	2:6:LOC
他加入了曹家桥计算所	4:10:ORG
万寿中科技有限公司完成系统升级	0:9:ORG
报告由建国东产业集团提交	3:10:ORG
报告由五甲中心医院提交	3:9:ORG
郭文涛在技术团队工作	0:3:PER
记者采访了张文东并发布报道	5:8:PER
曹侃精神广为流传	0:2:PER
负责人参加了项目评审	-
项目位于南陈路附近	4:7:LOC
报告由部门提交	-
会议由小隆主持	3:5:PER
公园新中心医院完成系统升级	0:7:ORG
路由器出现网络故障	-
负责人参加了项目评审	-
板洞数据研究院完成系统升级	0:7:ORG
郑思肖精神广为流传	0:3:PER
报告由东环证券交易所提交	3:10:ORG
他从背湖返回	2:4:LOC
他加入了法留证券交易所	4:11:ORG
会议由姚依林主持	3:6:PER
我们与凤埔大学签署协议	3:7:ORG
雪岗北商业银行完成系统升级	0:7:ORG
永安科技有限公司完成系统升级	0:8:ORG
他加入了漳河计算所	4:9:ORG
我们与宣化人民政府签署协议	3:9:ORG
报告由上海西新中心医院提交	3:11:ORG
王良今天发表讲话	0:2:PER
宋曹在技术团队工作	0:2:PER
段智兴前往普雄镇并加入普雄证券交易所	0:3:PER,5:8:LOC,11:18:ORG
字符串优化知识库	-
这所大学今天开学	-
货物已经抵达永清巷	6:9:LOC
医院附近交通比较拥堵	-
刘原前往朝晖一区并加入先源商业银行	0:2:PER,4:8:LOC,11:17:ORG
团队前往现场开展调研	-
涿县数据研究院发布了新模型	0:7:ORG
他从峨溶镇返回	2:5:LOC
增光商业银行发布了新模型	0:6:ORG
记者采访了盖斯并发布报道	5:7:PER
益阳人民医院发布了新模型	0:6:ORG
货物已经抵达寿光市	6:9:LOC
项目位于民治村附近	4:7:LOC
他加入了慧忠里第一社科学院	4:13:ORG
团队前往诗元村开展调研	4:7:LOC
毛人凤在技术团队工作	0:3:PER
黄镇计算所完成系统升级	0:5:ORG
炮梁联合实验室发布了新模型	0:7:ORG
赵安平前往李子坪乡并加入华江支大学	0:3:PER,5:9:LOC,12:17:ORG
会议由张强主持	3:5:PER
我们联系了卢潮	5:7:PER
报告由部门提交	-
团队前往台湾省开展调研	4:7:LOC
市长今天发表讲话	-
他从缙云山返回	2:5:LOC
晋哀侯今天发表讲话	0:3:PER
他加入了潍河科技有限公司	4:12:ORG
记者采访了晏明并发布报道	5:7:PER
他加入了方家庄数据研究院	4:12:ORG
报告由唐宫大学提交	3:7:ORG
我们与舒郊联合实验室签署协议	3:10:ORG
他加入了件只科学院	4:9:ORG
货物已经抵达北部新区	6:10:LOC
张道陵精神广为流传	0:3:PER
我们与栗家商业银行签署协议	3:9:ORG
项目位于偏岩乡附近	4:7:LOC
丁然参加了项目评审	0:2:PER
祁山产业集团发布了新模型	0:6:ORG
报告由大路大学提交	3:7:ORG
老湾回族科学院完成系统升级	0:7:ORG
我们与地质社计算所签署协议	3:9:ORG
高溪市镇发布了最新通知	0:4:LOC
报告由筼筜大学提交	3:7:ORG
南肖埠小证券交易所完成系统升级	0:9:ORG
大学毕业以后继续深造	-
他加入了刘家坪白族科技有限公司	4:15:ORG
阿强加入云海数据研究院	0:2:PER,4:11:ORG
报告由麓龙技术委员会提交	3:10:ORG
我们联系了黄德源	5:8:PER
孙刚今天发表讲话	0:2:PER
田中大文今天发表讲话	0:4:PER
东总布社区发布了最新通知	0:5:LOC
阿强加入云海数据研究院	0:2:PER,4:11:ORG
团队前往鳌石乡开展调研	4:7:LOC
千万贯乡发布了最新通知	0:4:LOC
团队前往西单北大街社区开展调研	4:11:LOC
徐涵今天发表讲话	0:2:PER
路由器出现网络故障	-
秦献公在技术团队工作	0:3:PER
项目位于黄羊关藏族乡附近	4:10:LOC
报告由海宁证券交易所提交	3:10:ORG
他从伏波山返回	2:5:LOC
他加入了芦花人民医院	4:10:ORG
海汕公联合实验室完成系统升级	0:8:ORG
负责人参加了项目评审	-
记者采访了高峰秀子并发布报道	5:9:PER
我们联系了安土	5:7:PER
项目位于东陆公路附近	4:8:LOC
货物已经抵达汨罗市	6:9:LOC
我们与顾家营大学签署协议	3:8:ORG
我们与两家子大学签署协议	3:8:ORG
柳荫中心医院发布了新模型	0:6:ORG
我们联系了张飞	5:7:PER
他从徐中乡返回	2:5:LOC
子科滩人民政府完成系统升级	0:7:ORG
李大钊精神广为流传	0:3:PER
孟起今天发表讲话	0:2:PER
赵传在技术团队工作	0:2:PER
他从军工路返回	2:5:LOC
我们与映月新中心医院签署协议	3:10:ORG
小舒今天发表讲话	0:2:PER
团队前往滨江奥城开展调研	4:8:LOC
灵石路发布了最新通知	0:3:LOC
货物已经抵达江苏海门市海门镇	6:14:LOC
方观承前往梁家巷并加入梁家证券交易所	0:3:PER,5:8:LOC,11:18:ORG
项目位于村下村附近	4:7:LOC
会议由张员主持	3:5:PER
彭德怀今天发表讲话	0:3:PER
我们联系了骆玉笙	5:8:PER
项目位于沙梨乡附近	4:7:LOC
他从新宾路返回	2:5:LOC
货物已经抵达何家湾	6:9:LOC
项目位于桃园二巷附近	4:8:LOC
货物已经抵达横岭村	6:9:LOC
团队前往博山开展调研	4:6:LOC
我们联系了唐师曾	5:8:PER
刘宝楠参加了项目评审	0:3:PER
货物已经抵达官龙村	6:9:LOC
生机科技有限公司完成系统升级	0:8:ORG
王金勇今天发表讲话	0:3:PER
王谦寺人民医院发布了新模型	0:7:ORG
王巩参加了项目评审	0:2:PER
团队前往南店村开展调研	4:7:LOC
敦化证券交易所完成系统升级	0:7:ORG
凇沪商业银行完成系统升级	0:6:ORG
李琛前往护建乡并加入护建商业银行	0:2:PER,4:7:LOC,10:16:ORG
报告由桤泉证券交易所提交	3:10:ORG
阿苏今天发表讲话	0:2:PER
段家智算中心完成系统升级	0:6:ORG
会议由阿李主持	3:5:PER
陆军正在组织训练	-
货物已经抵达陈桥镇	6:9:LOC
我们与牧原商业银行签署协议	3:9:ORG
货物已经抵达梅园小区	6:10:LOC
王汝南在技术团队工作	0:3:PER
负责人参加了项目评审	-
医院附近交通拥堵	-
货物已经抵达辛安镇乡	6:10:LOC
我们与金街中心医院签署协议	3:9:ORG
他从郜庄村返回	2:5:LOC
他加入了迎春科学院	4:9:ORG
我们联系了张靓颖	5:8:PER
货物已经抵达索家坟第二社区	6:13:LOC
记者采访了邢文军并发布报道	5:8:PER
项目位于群山社区附近	4:8:LOC
货物已经抵达启潮路	6:9:LOC
我们与崔家店计算所签署协议	3:9:ORG
高昂的成本需要控制	-
团队前往乌衣巷开展调研	4:7:LOC
会议由常昊主持	3:5:PER
他加入了瓯海科技有限公司	4:12:ORG
货物已经抵达台中市	6:9:LOC
报告由东宝兴数据研究院提交	3:11:ORG
大学毕业以后继续深造	-
太扬家园社人民医院发布了新模型	0:9:ORG
秦力山在技术团队工作	0:3:PER
我们与国家体育总局社联合实验室签署协议	3:15:ORG
高埠镇发布了最新通知	0:3:LOC
西畲联合实验室完成系统升级	0:7:ORG
高昂的成本需要控制	-
后羊人民政府完成系统升级	0:6:ORG
绕金乡发布了最新通知	0:3:LOC
南澳科学院完成系统升级	0:5:ORG
他从宁安小区返回	2:6:LOC
团队前往白城路开展调研	4:7:LOC
患者服用药物控制症状	-
大学毕业以后继续深造	-
他从乐群村返回	2:5:LOC
货物已经抵达新安傣族乡	6:11:LOC
我们与时村中心医院签署协议	3:9:ORG
曾宝仪前往丰顺街并加入丰顺证券交易所	0:3:PER,5:8:LOC,11:18:ORG
路由器出现网络故障	-
克孜勒苏产业集团发布了新模型	0:8:ORG
他从金沪路返回	2:5:LOC
他加入了滨河西里北区社中心医院	4:15:ORG
我们与黄泥河科学院签署协议	3:9:ORG
湖州新证券交易所发布了新模型	0:8:ORG
报告由塘边中心医院提交	3:9:ORG
我们联系了乌雅氏	5:8:PER
负责人参加了项目评审	-
龙锦苑四技术委员会完成系统升级	0:9:ORG
项目位于货场路附近	4:7:LOC
他加入了六合科技有限公司	4:12:ORG
我们与六官营子计算所签署协议	3:10:ORG
团队前往明华新村开展调研	4:8:LOC
会议由高兆主持	3:5:PER
中市区发布了最新通知	0:3:LOC
你还小明天再说	-
乐安国前往永建里社区并加入永建里社技术委员会	0:3:PER,5:10:LOC,13:22:ORG
我们与宰相庄中心医院签署协议	3:10:ORG
朱清时精神广为流传	0:3:PER
报告由康复技术委员会提交	3:10:ORG
团队前往通泰街开展调研	4:7:LOC
他加入了九道科技有限公司	4:12:ORG
竹林数据研究院完成系统升级	0:7:ORG
他加入了八街坊西社人民政府	4:13:ORG
逄王四商业银行发布了新模型	0:7:ORG
陆军正在组织训练	-
报告由原平人民政府提交	3:9:ORG
报告由盐西中心医院提交	3:9:ORG
汪洋大海一望无际	-
罗兵前往桃浦十村并加入桃浦十证券交易所	0:2:PER,4:8:LOC,11:19:ORG
驻马店市发布了最新通知	0:4:LOC
麻湾产业集团完成系统升级	0:6:ORG
仇连今天发表讲话	0:2:PER
报告由茸木达科技有限公司提交	3:12:ORG
我们联系了陈仅	5:7:PER
项目位于东外大街社区附近	4:10:LOC
他从西杨坨村返回	2:6:LOC
你还小明天再说	-
路由器出现网络故障	-
鲁超今天发表讲话	0:2:PER
胡炳文精神广为流传	0:3:PER
下涝坝乡发布了最新通知	0:4:LOC
他从上春村返回	2:5:LOC
孙锵鸣前往松园小区并加入松园小人民政府	0:3:PER,5:9:LOC,12:19:ORG
觉拉乡发布了最新通知	0:3:LOC
患者服用药物控制症状	-
兴化数据研究院完成系统升级	0:7:ORG
货物已经抵达杨桥大街	6:10:LOC
曾荫权今天发表讲话	0:3:PER
黎贞今天发表讲话	0:2:PER
田间管理需要加强	-
朱剑凡前往采菱路并加入怡园联合实验室	0:3:PER,5:8:LOC,11:18:ORG
会议由韩贞主持	3:5:PER
货物已经抵达青湾	6:8:LOC
槐埝证券交易所完成系统升级	0:7:ORG
会议由卫瓘主持	3:5:PER
团队前往翠峰乡开展调研	4:7:LOC
报告由红土湾中心医院提交	3:10:ORG
货物已经抵达福州路	6:9:LOC
他加入了刘邦人民政府	4:10:ORG
南华村发布了最新通知	0:3:LOC
普通用户今天提交申请	-
负责人参加了项目评审	-
报告由炉山人民医院提交	3:9:ORG
曲阳联合实验室发布了新模型	0:7:ORG
项目位于东凤山村附近	4:8:LOC
报告由东埔三大学提交	3:8:ORG
和睦新村发布了最新通知	0:4:LOC
赵云精神广为流传	0:2:PER
刘龙田在技术团队工作	0:3:PER
奥兰多小镇发布了最新通知	0:5:LOC
赵奢前往林农镇并加入林农科技有限公司	0:2:PER,4:7:LOC,10:18:ORG
徐天利前往半边山并加入半边智算中心	0:3:PER,5:8:LOC,11:17:ORG
罗文前往和平村并加入和平数据研究院	0:2:PER,4:7:LOC,10:17:ORG
货物已经抵达塔尕尔其乡	6:11:LOC
报告由江北东大学提交	3:8:ORG
我们与西洋新科学院签署协议	3:9:ORG
我们与天河小联合实验室签署协议	3:11:ORG
李耳精神广为流传	0:2:PER
浦电技术委员会完成系统升级	0:7:ORG
他从曹杨五村返回	2:6:LOC
货物已经抵达大黄山	6:9:LOC
西龙头技术委员会完成系统升级	0:8:ORG
他加入了江河计算所	4:9:ORG
桑地诺前往武昌县并加入武昌数据研究院	0:3:PER,5:8:LOC,11:18:ORG
负责人参加了项目评审	-
这所大学今天开学	-
货物已经抵达克林乡	6:9:LOC
陈山计算所完成系统升级	0:5:ORG
项目位于虎桥路附近	4:7:LOC
项目位于广州街附近	4:7:LOC
叆阳计算所发布了新模型	0:5:ORG
会议由侯炜主持	3:5:PER
我们联系了朱由检	5:8:PER
他加入了四甘普中心医院	4:11:ORG
周宗建前往长乐县并加入长乐科学院	0:3:PER,5:8:LOC,11:16:ORG
报告由涵埭智算中心提交	3:9:ORG
他从南金村返回	2:5:LOC
铜鼎乡发布了最新通知	0:3:LOC
高昂的成本需要控制	-
云西科学院完成系统升级	0:5:ORG
王阳明精神广为流传	0:3:PER
周去非前往广宁路并加入广宁智算中心	0:3:PER,5:8:LOC,11:17:ORG
你还小明天再说	-
团队前往丰禾路开展调研	4:7:LOC
记者采访了党均并发布报道	5:7:PER
我们联系了王兆祥	5:8:PER
喀拉托别乡发布了最新通知	0:5:LOC
下木角人民医院发布了新模型	0:7:ORG
报告由永丰县工业园产业集团提交	3:13:ORG
货物已经抵达相家巷	6:9:LOC
团队前往达拉土族乡开展调研	4:9:LOC
打滚产业集团发布了新模型	0:6:ORG
研究院正在建设新平台	-
凤仪大学完成系统升级	0:4:ORG
货物已经抵达竹林路	6:9:LOC
研究院正在建设新平台	-
项目位于双龙巷附近	4:7:LOC
红石科学院完成系统升级	0:5:ORG
你还小明天再说	-
系统正在正常运行	-
货物已经抵达新河街	6:9:LOC
他加入了北屯产业集团	4:10:ORG
尚文大学完成系统升级	0:4:ORG
田间管理需要加强	-
高昂的成本需要控制	-
我们联系了梁琦	5:7:PER
市长春节前发表讲话	-
赵新宇参加了项目评审	0:3:PER
项目位于嘉盛路附近	4:7:LOC
报告由部门提交	-
他从黑石头村返回	2:6:LOC
美都新村发布了最新通知	0:4:LOC
陈羽凡参加了项目评审	0:3:PER
南阳科学院完成系统升级	0:5:ORG
他从天泰路返回	2:5:LOC
市长今天发表讲话	-
我们与方城科学院签署协议	3:8:ORG
后任村发布了最新通知	0:3:LOC
报告由皮村科技有限公司提交	3:11:ORG
田汉参加了项目评审	0:2:PER
王大明在南湖区工作	0:3:PER,4:7:LOC
星火东数据研究院完成系统升级	0:8:ORG
石桥小中心医院发布了新模型	0:7:ORG
他从田村北路返回	2:6:LOC
赵立新参加了项目评审	0:3:PER
桥口人民政府完成系统升级	0:6:ORG
马健翎参加了项目评审	0:3:PER
路由器出现网络故障	-
邹缉精神广为流传	0:2:PER
小天北商业银行发布了新模型	0:7:ORG
黄自前往浮图店乡并加入浮图店证券交易所	0:2:PER,4:8:LOC,11:19:ORG
燕山路发布了最新通知	0:3:LOC
陆奥前往劳村并加入劳村人民政府	0:2:PER,4:6:LOC,9:15:ORG
团队前往娄山路开展调研	4:7:LOC
报告由三河数据研究院提交	3:10:ORG
货物已经抵达阳安铁路	6:10:LOC
我们与车站西科技有限公司签署协议	3:12:ORG
市长春节前发表讲话	-
水溪数据研究院完成系统升级	0:7:ORG
项目位于嵊县附近	4:6:LOC
团队前往方山路开展调研	4:7:LOC
项目位于长青街附近	4:7:LOC
唐继尧在技术团队工作	0:3:PER
俞鸿钧今天发表讲话	0:3:PER
记者采访了王雅迪并发布报道	5:8:PER
他从鹿泉市返回	2:5:LOC
他加入了富兴证券交易所	4:11:ORG
报告由林岭大学提交	3:7:ORG
葫芦岛技术委员会完成系统升级	0:8:ORG
他加入了连儿湾科技有限公司	4:13:ORG
我们与白桥大联合实验室签署协议	3:11:ORG
研究生命起源	-
他加入了秀新中心医院	4:10:ORG
张明先今天发表讲话	0:3:PER
记者采访了夏敬渠并发布报道	5:8:PER
货物已经抵达恶虎滩乡	6:10:LOC
他从联丰村返回	2:5:LOC
广禄庄技术委员会完成系统升级	0:8:ORG
赵云精神广为流传	0:2:PER
他加入了盘福人民政府	4:10:ORG
儋县技术委员会完成系统升级	0:7:ORG
富田在技术团队工作	0:2:PER
团队前往灵境乡开展调研	4:7:LOC
报告由中纺前智算中心提交	3:10:ORG
警民路发布了最新通知	0:3:LOC
项目位于三义庙社区附近	4:9:LOC
他加入了沙阳路社数据研究院	4:13:ORG
报告由后盐车人民医院提交	3:10:ORG
项目位于晓园路附近	4:7:LOC
我们联系了孙家鼐	5:8:PER
市长今天发表讲话	-
金志勋在技术团队工作	0:3:PER
团队前往邦丙乡开展调研	4:7:LOC
田间管理需要加强	-
市长今天发表讲话	-
货物已经抵达长山	6:8:LOC
团队前往泉塘村开展调研	4:7:LOC
货物已经抵达二拨子新村	6:11:LOC
他从南扬新村返回	2:6:LOC
蒋钦参加了项目评审	0:2:PER
团队前往北较场西路开展调研	4:9:LOC
货物已经抵达西井子镇	6:10:LOC
项目位于竹帘镇附近	4:7:LOC
黄骅市发布了最新通知	0:3:LOC
陈仓今天发表讲话	0:2:PER
团队前往车路开展调研	4:6:LOC
排榜村发布了最新通知	0:3:LOC
系统正在正常运行	-
我们与宏建产业集团签署协议	3:9:ORG
他加入了后山社商业银行	4:11:ORG
报告由部门提交	-
赵锡田前往宁夏街并加入潜江科学院	0:3:PER,5:8:LOC,11:16:ORG
他从微山路返回	2:5:LOC
团队前往福址村开展调研	4:7:LOC
他加入了岳阳人民政府	4:10:ORG
虞允文今天发表讲话	0:3:PER
我们联系了徐钰	5:7:PER
他加入了多却智算中心	4:10:ORG
石岭塘数据研究院发布了新模型	0:8:ORG
我们与济南科学院签署协议	3:8:ORG
何适前往虹桥新村并加入虹桥新证券交易所	0:2:PER,4:8:LOC,11:19:ORG
杨剑精神广为流传	0:2:PER
贺韶计算所发布了新模型	0:5:ORG
这所大学今天开学	-
陆军正在组织训练	-
慕容皝参加了项目评审	0:3:PER
项目位于大南峪乡附近	4:8:LOC
路由器出现网络故障	-
团队前往鄞县中心区开展调研	4:9:LOC
团队前往缸瓦市开展调研	4:7:LOC
他加入了城南新技术委员会	4:12:ORG
金达大学发布了新模型	0:4:ORG
报告由田湾彝族证券交易所提交	3:12:ORG
